seed_query,place_name,user_name,rating,review_text,review_date
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Biểu Nguyễn,5 sao,Cám ơn cty trong suốt gần 9 năm qua... Chân thành cảm ơn.😍 …,Thời gian chỉnh sửa: 6 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,tuấn anh Nguyễn,3 sao,khong lay duoc thong tin cong ty nay,10 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Chí Trương Văn,3 sao,"XPH6+XQ Tx. Thuận An, Thuận An, Bình Dương, Việt Nam",7 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Ngo Minh,3 sao,Ống khói cao nha,5 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Madita Mdt,3 sao,Quy mô lớn,9 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Mỹ Nhân Nguyễn,5 sao,tốt,6 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Quốc Huy - Chaien otofun,5 sao,,3 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Xuan Dinh thj,5 sao,,5 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Thư Huỳnh Anh,5 sao,,6 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Luong Nguyen,5 sao,,7 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Võ Hoàng Phúc,5 sao,,7 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,Oanh Tran,5 sao,,8 năm trước
Viglacera,Công Ty Sứ Viglacera Bình Dương Nhà sản xuất ·  · WQM2+5C7,thiều trần,5 sao,,10 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Phong Văn MG,4 sao,Đẹp nhất cái trụ khói.khó chịu nhất khi 2 bên đường lúc nào cũng đông xe công dừng đỗ nguyên ngày nguyên đêm lm mất cảnh quan.,5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Trang Hoang,2 sao,nhin chung tam đuoc nhung bui qua khoi tu cong ty go thai ra công them toan xe ô tô tai đi đuong luon đeo kinh ma vân phai dưng xe vi bui.,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Hoa Mai,1 sao,"Gọi điện hỏi mua hàng mà nói không bán, kêu mình gửi tìm đại lý mà mua , mình mua nhiều để xuất khẩu mà nó kêu tìm đại lý thì bó tay",4 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Phạm Xuân Tân,5 sao,Công ty hàng đầu trong nước về sản xuất Kính Xây Dựng và Kính Tiết Kiệm Năng Lượng,3 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",văn sơn vũ,4 sao,Đoạn đường từ nhà đến công ty năm cây số. Công việc hàng ngày của mình là đi đến nơi về đến chốn.,5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Minh Le,4 sao,"nhà máy nằm trên địa điểm rất đẹp, còn hạn chế là để xe đậu đỗ sung quanh nhiều quá",5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Hằng Lệ,3 sao,Địa điểm rất thoáng mô hình đường xá rất đẹp xe ra vào không gây ùn tắc công nhân đi lại rất an toàn,Thời gian chỉnh sửa: 6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Thơ Ngô,4 sao,"Công ty sạch sẽ,  khuôn viên rộng,  trồng nhiều cây xanh,  trang thiết bị đầy đủ,  quy định nghiêm.",7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Giải Trí Tổng Hợp,2 sao,Càng ngày số lượng xe nhập hàng càng nhiều nhưng bàn cân quá tệ cân xe Mỹ không đủ phải cắt mooc,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Thành Đức,2 sao,Khu Vực Kính Nổi Đông Đúc. Cẩn Thận Về Tài Sản. Đặc Biệt Là Xe Máy Dễ Bị Mất Trộm.,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tran Yukina,5 sao,"Cho em xin DC cty Kinh , em muon mö Đại ly Kinh danh Kinh nhom cac Anh gop y cho e voi",9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Quan Hoang Manh,5 sao,Là cty có nguồn lao động lớn cty có chế độ rất tốt,Thời gian chỉnh sửa: 7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Khánh Nhôm,5 sao,"Ở đây có rất nhiều loại kính, tốt",2 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Minh Pham,4 sao,"Công ty sản xuất kinh nổi, cung cấp kính nổi trên thị trường",7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Thanh Hoang,5 sao,"Cty sản xuất hoành tráng, công nhân đông nhưng gây ô nhiễm",5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Quốc Cường Mai,5 sao,"Đẹp và hiện đại, sử dụng công nghệ cao nên ít công nhân",5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Hiền Minh Trần,5 sao,Tốt về chất lượng hy vọng sản phẩm sau tốt hơn sản phẩm trước.,4 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Hiệp Nguyễn,3 sao,"Quy mô lớn, chất liệu cũng tốt nhưng xả khí thải nhiều",5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Chiến Lê Văn,5 sao,Tuyệt vời,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Saemta Dân (Sameta),5 sao,Công ty rất ok với những người chăm chỉ,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",03-89 Ngọc Anh,5 sao,Là công ty sản xuất đủ các loại kính,5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",MƯA ĐÁ,3 sao,Cty tạo ra nhiều khí thải gây ô nhiễm,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Mr Trần,4 sao,Chưa làm việc cụ thể. Chưa có đánh giá!,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Dương Ái My,5 sao,"làm việc chuyên nghiệp, nhiều ưu đãi cho nhân viên",7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",SunHuy Official,5 sao,Kính tốt.,5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Vvv Gv,1 sao,Cho e hoi  cot khoi cao bao nhieu met ah,5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Ha Hungvuong,5 sao,Đồ ăn ngon giá hợp lý,3 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",khôi lầy GM,1 sao,Nhân viên chưa được hài lòng lắm,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Ngo Minh,3 sao,Công ty có ống khói nổi bật,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tran Nhat,5 sao,Rất nổi tiếng,một năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Gia Khanh Vương,3 sao,Cty nằm gần chợ Thông dụng,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",BÌNH KHẤU,5 sao,"Ống khói cao vút, kính vụn như núi",Thời gian chỉnh sửa: 7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Quang Le Viet,4 sao,Môi trường làm việc sạch sẽ thoáng mát,5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Dinh Van Ngun,5 sao,Trong cty cong viec khinh nhu the nao,9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Land Khải Hoàn,1 sao,"Ống khói lớn, ô nhiễm môi trường",5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Anh Hào Nguyễn,4 sao,Công ty lớn nhưng khá cũ,Thời gian chỉnh sửa: 4 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",ling fun,1 sao,Công ty nhà nước hay nhà nát đây,12 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",phuong daochinh,5 sao,rất hài lòng,một năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",HoangAn Mr,5 sao,Đông công nhân,5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Lò Lâm Ngữ (Nash Lo),5 sao,"Nhà máy lớn, hiện đại",9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",KARAOKE VANANH,3 sao,"Công ty khá ồn, đông người",9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",long phan,1 sao,Không có gì nổi bật,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Ba Nguyen Van,3 sao,Tổ chức sản xuất tốt,4 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Duong Binh,5 sao,Sửa chửa tivi loa keo,4 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tiên Nguyễn,5 sao,Ngay nhà tôi,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tam Ngã,5 sao,Thông tin đúng,2 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Gói hút ẩm,5 sao,Nơi sản xuất kính,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Phương Nguyễn Trọng,5 sao,Rất tốt,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tuấn Nguyễn,4 sao,Cty rộng,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",sam anh,5 sao,sản phẩm tốt,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Hoàng Anh Võ,5 sao,Khuôn viên quá đẹp,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Toan Bui,5 sao,Giat ui hoang son,Thời gian chỉnh sửa: 5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",TTDT Quay Phim Nhiep anh,5 sao,Sản phẩm ok,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Nhân Lê,5 sao,Tuyệt vời,2 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Hà Mạnh,4 sao,Khuôn viên xanh,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",DRAGON WU,4 sao,San phẩm cao cấp,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",ngoctien Nguyen,4 sao,Cung dc,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",fiee fire chennol,2 sao,Cty đẹp,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Bobby Garber,3 sao,khu này tốt,9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Omi om,5 sao,Một tập đoàn lớn,9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Trang Nguyễn,5 sao,Tuyệt vời,4 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Thành Trung,5 sao,Công ty good,6 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Nhan Nguyen,5 sao,Công ty uy tín.,5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",nguyễn hòa kien,1 sao,Dĩ an bình dương,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Madita Mdt,5 sao,Tuyệt vời,9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tùng Xèng,5 sao,đúng,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Phan Tuấn (Rio),3 sao,tốt,8 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Nhật Vương,3 sao,Đẹp,9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tu Nguyen Khac,5 sao,Mời,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Quân Huỳnh,2 sao,dc,9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",CA Phan,5 sao,Thương hiệu Việt,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",gia tri pham,4 sao,Kính Nổi Viglacera,8 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Thanh Thủ,5 sao,tốt,9 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",朱坤煌,3 sao,Ao Ao E Ang Ao Ao Ah O E E ˊ Ah Ah Ah u nkhnu.ninnụjiuyy Ah Che Oh Ci Ou En E E E Ci Ye Yi Ang Ang hhjji i,8 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Cao Nam,5 sao,Yvbi kvd,3 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Đỗ Minh,5 sao,Cảnh quan tuyệt vời,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",thuan nguyen duc,5 sao,Được rồi,một năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Mightyman198x,5 sao,"Địa chỉ chính xác.

Sản phẩm tốt.",10 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",VN Tv,5 sao,Google,2 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Trường Trung Tiểu Học Việt Anh 2,5 sao,Fgg,3 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Hằng Lê,4 sao,Okie,3 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",ĐẶNG GIA CTY TNHH TM DV CÔNG NGHỆ,5 sao,Đồng ý,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",liêuxieu việt,5 sao,Đúng,7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",nghia hoang trong,5 sao,Tốt,Thời gian chỉnh sửa: 7 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Phạm Công,2 sao,Xấu,8 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Manh Le Van,5 sao,Rất,5 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Thanh Nguyen Xuan,5 sao,Mục tiêu,10 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tran Hanh,5 sao,Được rồi,3 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tiền Hồ Taxi gia đình,5 sao,Được rồi,3 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Trinh Trần,5 sao,Được rồi,3 năm trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",anh ha dinh,5 sao,,3 tháng trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Con bố hữu Cao qúy lâm,5 sao,,6 tháng trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Ngọc Vũ,5 sao,,6 tháng trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Tiến Dũng Đoàn,3 sao,,9 tháng trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",TOAN NGUYEN QUOC,5 sao,,9 tháng trước
Viglacera,"Công ty Kính Nổi Viglacera Nhà cung cấp vật liệu xây dựng · Khu Sản Xuất, P",Hoàn Nguyễn,5 sao,,9 tháng trước
