brand,place_name,user_name,rating,review_text,review_date,review_date_raw,cleaned_review_text,sentiment_label,sentiment_score,score_positive,score_negative,score_neutral,aspect_service,aspect_price,aspect_product,aspect_showroom,aspect_delivery
Hoa Sen Home,HOA SEN HOME BẾN CÁT Cửa hàng vật liệu xây dựng · 3 QL13,Trung Lê,5,Hàng chất lượng tốt. Sẽ ủng hộ lần sau,2025-10-24,7 tháng trước,hàng chất lượng tốt. sẽ ủng hộ lần sau,Positive,0.9925,0.9925,0.0016,0.0059,False,False,True,False,False
Hoa Sen Home,HOA SEN HOME BẾN CÁT Cửa hàng vật liệu xây dựng · 3 QL13,xuan huynh,5,"Giao hàng nhanh chóng
Tư vấn nhiệt tình",2025-07-26,10 tháng trước,giao hàng nhanh chóng tư vấn nhiệt tình,Positive,0.9918,0.9918,0.0015,0.0066,True,False,True,False,True
Hoa Sen Home,HOA SEN HOME BẾN CÁT Cửa hàng vật liệu xây dựng · 3 QL13,Dương Nguyễn Hải,5,"Hàng tốt , nhân viên tư vấn nhiệt tình, giao hàng đúng h tận nơi",2026-05-15,một tuần trước,"hàng tốt , nhân viên tư vấn nhiệt tình, giao hàng đúng h tận nơi",Positive,0.9919,0.9919,0.0016,0.0066,True,False,True,False,True
Hoa Sen Home,HOA SEN HOME BẾN CÁT Cửa hàng vật liệu xây dựng · 3 QL13,Anh Thư Phan Thị,5,,2025-12-23,5 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",Nghị Trần Hữu,5,"Cửa hàng đẹp, rộng, nhiều sản phẩm chất lương, nhân viên nhiệt tình",2025-06-26,11 tháng trước,"cửa hàng đẹp, rộng, nhiều sản phẩm chất lương, nhân viên nhiệt tình",Positive,0.9929,0.9929,0.0018,0.0052,True,False,True,True,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",le Thanh,5,"Chất lượng tốt, nhân viên nhiệt tình. Mua hàng rất yên tâm",2026-05-22,2 năm trước,"chất lượng tốt, nhân viên nhiệt tình. mua hàng rất yên tâm",Positive,0.9925,0.9925,0.0016,0.0059,True,False,True,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",Phạm Lưu Niên,5,"Nhân viên nhiệt tình, giá cả phải chăng, hàng hóa chất lượng. GOOD!",2026-05-22,5 năm trước,"nhân viên nhiệt tình, giá cả phải chăng, hàng hóa chất lượng. good!",Positive,0.9926,0.9926,0.002,0.0054,True,True,True,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",Lương Nguyễn,5,Hợp lý . giá cả phải chăng,2026-05-22,5 năm trước,hợp lý . giá cả phải chăng,Positive,0.753,0.753,0.0114,0.2356,False,True,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",Thanh Tuyen Nguyen,4,Đa dạng sản phẩm,2026-05-22,4 năm trước,đa dạng sản phẩm,Positive,0.7989,0.7989,0.0199,0.1811,False,False,True,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",TIỆN LỤC,5,Max,2026-05-22,4 năm trước,max,Positive,0.9928,0.9928,0.0017,0.0055,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",Sỹ Phan,5,,2026-05-22,3 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",Hon Nguyen,4,,2026-05-22,4 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",Thong Nguyen,5,,2026-05-22,5 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Phú Mỹ 2 Dịch vụ mài sắc · QL51, Khu Phố Bến Đình",Ngọc Đậu Văn,5,,2026-05-22,5 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home Đồng Phú Cửa hàng vật liệu xây dựng · 66 Cách Mạng Tháng Tám,Hoang Tran,5,Đã mua hàng rất rốt,2026-05-18,4 ngày trước,đã mua hàng rất rốt,Positive,0.9923,0.9923,0.0014,0.0063,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home Đồng Phú Cửa hàng vật liệu xây dựng · 66 Cách Mạng Tháng Tám,thanhsy tran,5,Nơi cung cấp vật liệu xây dựng uy tín và chất lượng,2026-05-18,4 ngày trước,nơi cung cấp vật liệu xây dựng uy tín và chất lượng,Positive,0.7282,0.7282,0.0188,0.253,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home Đồng Phú Cửa hàng vật liệu xây dựng · 66 Cách Mạng Tháng Tám,Tuấn Nguyễn,5,Hoa Sen Home Đồng Phú cung cấp nhiều vật tư cho ngôi nhà của Bạn,2026-05-16,6 ngày trước,hoa sen home đồng phú cung cấp nhiều vật tư cho ngôi nhà của bạn,Positive,0.9924,0.9924,0.0018,0.0058,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Nghị Trần Hữu,5,"Cửa hàng có nhiều mẫu mã đa dạng, chất lượng tốt, thương hiệu uy tín",2025-06-26,11 tháng trước,"cửa hàng có nhiều mẫu mã đa dạng, chất lượng tốt, thương hiệu uy tín",Positive,0.9907,0.9907,0.0017,0.0076,False,False,True,True,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Nguyễn Thành Sơn,5,Bán hàng phục vụ tận tình chu đáo,2026-05-22,2 năm trước,bán hàng phục vụ tận tình chu đáo,Positive,0.9927,0.9927,0.0018,0.0054,True,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Tuan Pham,4,Chuẩn bị cho 1 chương mới. Thành công hay thất bại bắt đầu từ hôm nay.,2026-05-22,4 năm trước,chuẩn bị cho 1 chương mới. thành công hay thất bại bắt đầu từ hôm nay.,Negative,0.9853,0.0044,0.9853,0.0103,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Lê Thiên An,5,"Tôn đẹp, giá tốt. Nhân viên thân thiện. Nhiệt tình.",2026-05-22,8 năm trước,"tôn đẹp, giá tốt. nhân viên thân thiện. nhiệt tình.",Positive,0.9929,0.9929,0.0017,0.0055,True,True,True,True,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Van Tran,3,Giá cáo hơn các cửa hàng khác 1 chút,2026-05-22,6 năm trước,giá cáo hơn các cửa hàng khác 1 chút,Neutral,0.8593,0.049,0.0917,0.8593,False,True,True,True,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Vũng Tàu Hoa Sen,5,Cảm ơn Quý khách hàng đã ủng hộ,2026-05-22,2 năm trước,cảm ơn quý khách hàng đã ủng hộ,Positive,0.9906,0.9906,0.0014,0.008,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Phạm Minh Tân,5,Giá công khai minh bạch,2026-05-22,3 năm trước,giá công khai minh bạch,Neutral,0.8003,0.1731,0.0267,0.8003,False,True,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Binh Cao,5,Rất Đẹp,2026-05-22,2 năm trước,rất đẹp,Positive,0.9929,0.9929,0.0017,0.0054,False,False,True,True,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,THÂN LƯƠNG VĂN,5,Nhân viên nhiệt tình,2026-05-22,3 năm trước,nhân viên nhiệt tình,Negative,0.9841,0.0038,0.9841,0.0121,True,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Bui Dinh Nguyen,5,"Chất lượng, chuyên nghiệp",2026-05-22,3 năm trước,"chất lượng, chuyên nghiệp",Positive,0.992,0.992,0.0019,0.0061,True,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,minhbao giaydantuong,5,Được rồi,2026-05-22,3 năm trước,được rồi,Neutral,0.5549,0.4311,0.0141,0.5549,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Vũng Tàu Oxy Y Tế,5,,2026-05-22,2 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,bac chien Nguyen,5,,2026-05-22,2 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,David Nguyen,1,,2026-05-22,3 năm trước,,Negative,1.0,0.0,1.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,hello supo,5,,2026-05-22,3 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Khoa LTM,5,,2026-05-22,5 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Phong Trần (healer),5,,2026-05-22,5 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,An Nguyen,5,,2026-05-22,5 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,Thang Truong,4,,2026-05-22,5 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Vũng Tàu Nhà cung cấp vật liệu xây dựng · 552 Bình Giã,HGCWindow,4,,2026-05-22,7 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"HOA SEN HOME Cửa hàng vật liệu xây dựng · MJ96+XQW, QL13",Tuấn Nguyễn,5,Hoa Sen Home Bình Long nơi cung cấp đa dạng vật tư cho ngôi nhà của Bạn,2026-05-16,6 ngày trước,hoa sen home bình long nơi cung cấp đa dạng vật tư cho ngôi nhà của bạn,Positive,0.9926,0.9926,0.002,0.0054,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Hồng Bùi Văn,5,Cũng cấp đầy đủ theo yêu cầu. Cảm kết chỉ bán hàng loại 1 được bảo hành.,2026-05-22,6 năm trước,cũng cấp đầy đủ theo yêu cầu. cảm kết chỉ bán hàng loại 1 được bảo hành.,Positive,0.7912,0.7912,0.0704,0.1383,True,False,True,False,True
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Thach Doan Dinh,5,"Hàng hóa đa dạng, chất lượng tốt, nhân viên tiếp đón niềm nở.",2026-05-22,một năm trước,"hàng hóa đa dạng, chất lượng tốt, nhân viên tiếp đón niềm nở.",Positive,0.9925,0.9925,0.0018,0.0058,True,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Nguyễn Hoài Phúc (Nù),3,"Giá cả tôn,sắt...ở đây cao hơn chút đỉnh những của hàng tương tự ở khu vực xung quanh",2026-05-22,6 năm trước,"giá cả tôn,sắt...ở đây cao hơn chút đỉnh những của hàng tương tự ở khu vực xung quanh",Positive,0.9929,0.9929,0.0019,0.0052,False,True,True,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,TỐT NGUYỄN,5,"Vật tư đa dạng, kích thước tôn tùy theo ý khách đặt hàng, nhân viên bán hàng nhiệt tình ....",2026-05-22,5 năm trước,"vật tư đa dạng, kích thước tôn tùy theo ý khách đặt hàng, nhân viên bán hàng nhiệt tình ....",Positive,0.9913,0.9913,0.0021,0.0066,True,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Tony Phèn,2,Thương hiệu có tiếng.. nhưng sao chất lượng thấp quá…?,2026-05-22,4 năm trước,thương hiệu có tiếng.. nhưng sao chất lượng thấp quá ?,Negative,0.7871,0.0231,0.7871,0.1898,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Tot Nguyenvan,5,"Đầy đủ cho mọi nhu cầu, phục vụ tốt",2026-05-22,5 năm trước,"đầy đủ cho mọi nhu cầu, phục vụ tốt",Positive,0.9925,0.9925,0.0017,0.0058,True,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Bé Của,5,Đầy đủ chủng loại .,2026-05-22,8 năm trước,đầy đủ chủng loại .,Positive,0.9699,0.9699,0.003,0.0271,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,ba hanh nguyen,5,"Đúng giá, đúng chất lượng",2026-05-22,5 năm trước,"đúng giá, đúng chất lượng",Positive,0.9463,0.9463,0.0038,0.0498,False,True,True,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Giải trí Cùng Game,4,Tốt,2026-05-22,6 năm trước,tốt,Positive,0.978,0.978,0.0018,0.0202,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Phuc Nguyen,5,Nhiệt tình.,2026-05-22,6 năm trước,nhiệt tình.,Negative,0.9787,0.0043,0.9787,0.017,True,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Top Hay,4,Chất lương,2026-05-22,6 năm trước,chất lương,Positive,0.5912,0.5912,0.011,0.3978,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Trang Thùy,5,Tốt,2026-05-22,8 năm trước,tốt,Positive,0.978,0.978,0.0018,0.0202,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,phạm hồng phúc,5,"Tốt, tốt",2026-05-22,Thời gian chỉnh sửa: 4 năm trước,"tốt, tốt",Positive,0.9921,0.9921,0.0015,0.0064,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Hùng Trần quốc,5,,2025-10-24,7 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Đại Phước Trần,4,,2025-06-26,11 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Tống Xuân Đức - D07,5,,2025-06-26,11 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,An Lê Thiên,5,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Hoài Hồ,5,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Khoa LTM,5,,2026-05-22,2 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,HONG THAM NGUYEN,5,,2026-05-22,4 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Thùy Linh,5,,2026-05-22,6 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,Phu Seafood,3,,2026-05-22,6 năm trước,,Neutral,1.0,0.0,0.0,1.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,MR Phước Tài,5,,2026-05-22,7 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,hung nguyen,1,,2026-05-22,7 năm trước,,Negative,1.0,0.0,1.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Xuyên Mộc - BRVT Nhà cung cấp vật liệu xây dựng · QL55 Thạnh Sơn,huynh huu tan,2,,2026-05-22,8 năm trước,,Negative,1.0,0.0,1.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Nguyễn Hữu Trọng,5,"CH sạch sẽ , nhân viên thân thiện , giá tốt uy tín 👍 …",2025-08-25,9 tháng trước,"ch sạch sẽ , nhân viên thân thiện , giá tốt uy tín",Positive,0.9929,0.9929,0.0017,0.0054,True,True,True,True,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Thái Phương,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Quang Tiến Đỗ,5,,2025-11-23,6 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Hoàng Liên,5,,2025-06-26,11 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Quang Trường Nguyễn,5,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Trường Nguyễn,5,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Le Dinh,5,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Thuật Nguyễn,5,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Anh Tuấn,1,,2026-05-22,2 năm trước,,Negative,1.0,0.0,1.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Khoa LTM,5,,2026-05-22,2 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home Bắc Tân Uyên Cửa hàng vật liệu xây dựng · 5PJ2+M8H, Nguyễn Văn Thành",Phương Trường,5,,2026-05-22,3 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",Thông Lương Viễn,4,"Tôn Hoa Sen nằm trên đường Võ Thị Sáu, khu phố Hiệp Hoà, thị trấn Đất Đỏ, huyện Đất Đỏ, tỉnh Bà Rịa - Vũng Tàu (đối diên trường Trung học cơ sở Đất Đỏ).
Cửa hàng bán tôn lớn. Cán ép, bán các loại tôn.
Cửa hàng lớn, rộng rải, thoán mát. Được nhiều người chọn lựa.",2026-05-22,Thời gian chỉnh sửa: 6 năm trước,"tôn hoa sen nằm trên đường võ thị sáu, khu phố hiệp hoà, thị trấn đất đỏ, huyện đất đỏ, tỉnh bà rịa - vũng tàu đối diên trường trung học cơ sở đất đỏ . cửa hàng bán tôn lớn. cán ép, bán các loại tôn. cửa hàng lớn, rộng rải, thoán mát. được nhiều người chọn lựa.",Positive,0.9718,0.9718,0.0154,0.0128,False,False,True,True,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",Hoang Vu,4,"Chủ yếu bán sắt tôn thép, trưng bày rất ít hàng gạch bồn lavabo...",2025-11-23,6 tháng trước,"chủ yếu bán sắt tôn thép, trưng bày rất ít hàng gạch bồn lavabo...",Negative,0.9875,0.0038,0.9875,0.0088,False,False,True,True,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",Xuan Cao,4,Tốt,2026-05-22,Thời gian chỉnh sửa: 6 năm trước,tốt,Positive,0.978,0.978,0.0018,0.0202,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",Khoa LTM,5,,2026-05-22,2 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",David Nguyen,1,,2026-05-22,3 năm trước,,Negative,1.0,0.0,1.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",phuoc huynh,5,,2026-05-22,5 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",NGUYEN QUYNH,4,,2026-05-22,5 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",CHN TV,2,,2026-05-22,6 năm trước,,Negative,1.0,0.0,1.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",Ngoc Minh,4,,2026-05-22,7 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",Quyền Lê Bá,3,,2026-05-22,7 năm trước,,Neutral,1.0,0.0,0.0,1.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",Công Lê,4,,2026-05-22,Thời gian chỉnh sửa: 7 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",kiim thoa le thi,5,,2026-05-22,7 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - ĐẤT ĐỎ - Vũng Tàu Nhà cung cấp vật liệu xây dựng ·  · Đường tỉnh 52, tổ 6 Khu phố Hiệp Hòa",Ngoc Trung Iuong,5,,2026-05-22,8 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
