"collected_at","brand","domain","source_platform","source_method","record_level","product_id","variant_id","product_url","product_name","variant_title","sku","barcode","vendor","product_type","category_path","regular_price_vnd","sale_price_vnd","compare_at_price_vnd","currency","availability","inventory_quantity","inventory_management","inventory_policy","option1","option2","option3","image_url","images","tags","description","raw_source"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-ngang-toan-my-1500l-1085mm","Bồn nước Nhựa ngang Toàn Mỹ: 1500L-1085mm","","H07000014","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","7311600","7311600","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 16 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-ngang-toan-my-1000l-935mm","Bồn nước Nhựa ngang Toàn Mỹ: 1000L-935mm","","H07000012","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","4104000","4104000","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 16 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-ngang-toan-my-700l-830mm","Bồn nước Nhựa ngang Toàn Mỹ: 700L-830mm","","H07000011","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","3272400","3272400","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 16 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-ngang-toan-my-500l-740mm","Bồn nước Nhựa ngang Toàn Mỹ: 500L-740mm","","H07000010","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","2149200","2149200","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 16 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-ngang-toan-my-300l-600mm","Bồn nước Nhựa ngang Toàn Mỹ: 300L-600mm","","H07000008","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","1641600","1641600","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-ngang_vrke3voegbvkhuey.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 16 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-dung-toan-my-5000l-1854mm","Bồn nước Nhựa đứng Toàn Mỹ: 5000L-1854mm","","H07000007","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","16005600","16005600","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 16 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-dung-toan-my-2000l-1350mm","Bồn nước Nhựa đứng Toàn Mỹ: 2000L-1350mm","","H07000005","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","6004800","6004800","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 12 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-dung-toan-my-1500l-1180mm","Bồn nước Nhựa đứng Toàn Mỹ: 1500L-1180mm","","H07000004","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","4816800","4816800","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 12 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-dung-toan-my-1000l-1030mm","Bồn nước Nhựa đứng Toàn Mỹ: 1000L-1030mm","","H07000003","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","3391200","3391200","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 12 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-dung-toan-my-700l-915mm","Bồn nước Nhựa đứng Toàn Mỹ: 700L-915mm","","H07000002","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","2365200","2365200","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_vp0l0w4leesyjcdg.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm… Thời gian bảo hành lên đến 12 năm","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-nhua-dung-toan-my-500l-802mm","Bồn nước Nhựa đứng Toàn Mỹ: 500L-802mm","","H07000001","","","","Bồn nước - Máy nước nóng | Bồn nước nhựa","1868400","1868400","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_8xei7xoatib60sqc.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-nhua-dung_8xei7xoatib60sqc.jpg","","Bồn nhựa nguyên sinh Toàn Mỹ ECO chịu được mọi điều kiện thời tiết, không nứt vỡ, thích hợp chứa nước, hóa chất và thực phẩm…","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-inox-ngang-toan-my-5000l-1420mm","Bồn nước INOX ngang Toàn Mỹ: 5000L-1420mm","","H06000051","","","","Bồn nước - Máy nước nóng | Bồn nước INOX","25963200","25963200","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-inox-ngang_eo1lqjxpc4hoxa2x.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-inox-ngang_eo1lqjxpc4hoxa2x.jpg","","Bồn được làm bằng chất liệu INOX SUS 304 bóng gương; nhập khẩu từ Hàn Quốc, đảm bảo tiêu chuẩn cao về an toàn vệ sinh thực phẩm. Thiết kế vững chãi, nắp khóa thông minh ngăn chặn bụi bẩn xâm nhập vào bồn nước. Toàn Mỹ cam kết các sản phẩm bồn inox do công ty sản xuất luôn đúng độ dày; đúng thể tích và đúng cam kết bảo hành. Thời gian bảo hành cho sản phẩm này lên đến 12 năm. Khả năng chịu nhiệt cao; chịu nắng tốt của Bồn nước INOX Toàn Mỹ đã được kiểm chứng bằng niềm tin của khách hàng trong nhiều năm qua. Bồn nước INOX mới với công nghệ dập cổ liền đã loại bỏ hoàn toàn đường hàn, các vết ghép nối cổ với thân bồn. Chẳng những làm tăng độ cứng cáp; và tính thẩm mỹ mà còn loại bỏ nguy cơ rò rỉ đường hàn ở phần cổ. Điều này giúp nâng cao tuổi thọ cho bồn INOX Toàn Mỹ hơn so với các dòng Bồn INOX đời đầu, tăng thời gian sử dụng sản phẩm.","magento_graphql"
"2026-05-23T03:16:31.065248+00:00","Hoa Sen Home","hoasenhome.vn","Website","Sitemap + Magento GraphQL products API","product","","","https://hoasenhome.vn/product/bon-nuoc-inox-ngang-toan-my-4000l-1420mm","Bồn nước INOX ngang Toàn Mỹ: 4000L-1420mm","","H06000050","","","","Bồn nước - Máy nước nóng | Bồn nước INOX","21632400","21632400","","VND","IN_STOCK","","","","","","","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-inox-ngang_eo1lqjxpc4hoxa2x.jpg","https://cdn.hoasenhome.vn/catalog/product/b/o/bon-inox-ngang_eo1lqjxpc4hoxa2x.jpg","","Bồn được làm bằng chất liệu INOX SUS 304 bóng gương; nhập khẩu từ Hàn Quốc, đảm bảo tiêu chuẩn cao về an toàn vệ sinh thực phẩm. Thiết kế vững chãi, nắp khóa thông minh ngăn chặn bụi bẩn xâm nhập vào bồn nước. Toàn Mỹ cam kết các sản phẩm bồn inox do công ty sản xuất luôn đúng độ dày; đúng thể tích và đúng cam kết bảo hành. Thời gian bảo hành cho sản phẩm này lên đến 12 năm. Khả năng chịu nhiệt cao; chịu nắng tốt của Bồn nước INOX Toàn Mỹ đã được kiểm chứng bằng niềm tin của khách hàng trong nhiều năm qua. Bồn nước INOX mới với công nghệ dập cổ liền đã loại bỏ hoàn toàn đường hàn, các vết ghép nối cổ với thân bồn. Chẳng những làm tăng độ cứng cáp; và tính thẩm mỹ mà còn loại bỏ nguy cơ rò rỉ đường hàn ở phần cổ. Điều này giúp nâng cao tuổi thọ cho bồn INOX Toàn Mỹ hơn so với các dòng Bồn INOX đời đầu, tăng thời gian sử dụng sản phẩm.","magento_graphql"
